timestamp,cow_id,rfid_epc,rfid_zone,gps_lat,gps_lng,gps_sats,battery_pct,heart_rate_bpm,steps,body_temp_c,sound_level_db,acoustic_events,lora_rssi_dbm,lora_snr_db,behavior
2026-06-21 00:10:00,2,,,40.987316,29.123125,7,98.5,61,2,38.37,33,0,-61,11.2,resting
2026-06-21 00:10:00,3,,,40.987767,29.123073,9,98.7,61,2,38.34,38,0,-58,11.5,resting
2026-06-21 00:10:00,4,,,40.987458,29.122805,8,97.9,59,2,38.3,36,0,-65,9.4,resting
2026-06-21 00:10:00,5,,,40.987333,29.122635,7,97.3,59,2,38.32,37,0,-63,10.4,resting
2026-06-21 00:10:00,6,,,40.987651,29.123816,7,97.0,61,2,38.19,32,0,-56,11.2,resting
2026-06-21 00:10:00,7,,,40.988183,29.12425,11,97.4,64,2,38.45,34,0,-70,9.2,resting
2026-06-21 00:10:00,8,,,40.987329,29.123128,11,99.7,62,2,38.4,39,0,-61,10.9,resting
2026-06-21 00:10:00,9,,,40.987335,29.12291,10,96.9,60,2,38.35,44,0,-61,8.3,resting
2026-06-21 00:10:00,10,,,40.987844,29.124513,10,97.6,61,2,38.32,36,0,-69,8.7,resting
2026-06-21 00:15:00,1,,,40.986575,29.123768,8,99.5,62,2,38.22,32,0,-72,7.9,resting
2026-06-21 00:15:00,2,,,40.987342,29.123183,9,98.5,63,2,38.3,35,0,-58,11.6,resting
2026-06-21 00:15:00,3,,,40.987738,29.123012,8,98.7,58,2,38.3,33,0,-61,9.4,resting
2026-06-21 00:15:00,4,,,40.987402,29.122703,11,97.9,61,2,38.34,32,0,-65,9.7,resting
2026-06-21 00:15:00,5,,,40.987343,29.122447,9,97.3,63,2,38.24,37,0,-66,7.6,resting
2026-06-21 00:15:00,6,,,40.987543,29.123995,9,96.9,59,2,38.3,30,1,-58,9.6,resting
2026-06-21 00:15:00,7,,,40.98816,29.12412,7,97.3,60,2,38.23,33,0,-65,9.3,resting
2026-06-21 00:15:00,8,,,40.987427,29.123038,11,99.6,62,2,38.19,36,0,-59,10.8,resting
2026-06-21 00:15:00,9,,,40.987248,29.122701,8,96.8,63,2,38.22,33,0,-63,8.2,resting
2026-06-21 00:15:00,10,,,40.987859,29.124484,10,97.6,59,1,38.23,34,0,-65,8.8,resting
2026-06-21 00:20:00,1,,,40.986618,29.123577,11,99.5,62,2,38.26,32,0,-71,7.9,resting
2026-06-21 00:20:00,2,,,40.987413,29.123071,10,98.5,62,2,38.41,37,0,-58,11.2,resting
2026-06-21 00:20:00,3,,,40.987686,29.12299,10,98.7,61,2,38.33,30,1,-56,9.8,resting
2026-06-21 00:20:00,4,,,40.987544,29.122774,11,97.9,58,2,38.24,30,0,-64,8.7,resting
2026-06-21 00:20:00,5,,,40.98727,29.122328,11,97.3,62,2,38.35,34,1,-68,7.7,resting
2026-06-21 00:20:00,6,,,40.987449,29.12419,9,96.9,60,1,38.18,31,0,-65,8.0,resting
2026-06-21 00:20:00,7,,,40.98805,29.124332,9,97.3,63,2,38.26,35,0,-63,8.2,resting
2026-06-21 00:20:00,8,,,40.987492,29.123113,9,99.6,58,2,38.23,36,0,-57,9.4,resting
2026-06-21 00:20:00,9,,,40.987341,29.122835,8,96.8,60,2,38.3,39,0,-59,10.6,resting
2026-06-21 00:20:00,10,,,40.987775,29.124286,7,97.5,61,1,38.23,34,0,-68,9.9,resting
2026-06-21 00:25:00,1,,,40.986681,29.123577,7,99.5,61,2,38.28,38,0,-71,8.4,resting
2026-06-21 00:25:00,2,,,40.987525,29.123069,10,98.5,62,2,38.35,37,0,-60,10.9,resting
2026-06-21 00:25:00,3,,,40.987786,29.123186,9,98.7,61,2,38.28,35,0,-62,9.6,resting
2026-06-21 00:25:00,4,,,40.987429,29.122838,7,97.9,60,1,38.35,30,0,-61,9.4,resting
2026-06-21 00:25:00,5,,,40.9871,29.122192,11,97.3,58,1,38.37,38,0,-71,8.2,resting
2026-06-21 00:25:00,6,,,40.987484,29.124097,8,96.9,57,2,38.18,36,1,-62,9.4,resting
2026-06-21 00:25:00,7,,,40.988009,29.124232,11,97.3,58,2,38.36,30,0,-66,8.1,resting
2026-06-21 00:25:00,8,,,40.987536,29.123225,9,99.6,62,1,38.32,35,0,-61,10.4,resting
2026-06-21 00:25:00,9,,,40.987274,29.122893,7,96.8,58,2,38.31,35,0,-64,9.8,resting
2026-06-21 00:25:00,10,,,40.987828,29.124346,10,97.5,60,2,38.34,33,0,-67,10.3,resting
2026-06-21 00:30:00,1,,,40.986765,29.123514,11,99.5,62,2,38.23,37,0,-70,7.9,resting
2026-06-21 00:30:00,2,,,40.987504,29.123081,9,98.5,61,2,38.31,39,0,-57,10.1,resting
2026-06-21 00:30:00,3,,,40.98785,29.123037,8,98.7,59,1,38.32,36,0,-60,10.8,resting
2026-06-21 00:30:00,4,,,40.987611,29.122596,8,97.9,66,2,38.34,36,0,-64,9.8,resting
2026-06-21 00:30:00,5,,,40.986959,29.122204,11,97.2,62,2,38.28,42,0,-69,7.9,resting
2026-06-21 00:30:00,6,,,40.987471,29.124165,9,96.9,61,2,38.2,32,0,-60,10.3,resting
2026-06-21 00:30:00,7,,,40.988029,29.12407,11,97.3,57,2,38.22,38,0,-67,9.7,resting
2026-06-21 00:30:00,8,,,40.987518,29.123407,10,99.6,63,2,38.2,33,1,-56,10.5,resting
2026-06-21 00:30:00,9,,,40.987149,29.122843,8,96.8,60,2,38.2,31,0,-63,9.2,resting
2026-06-21 00:30:00,10,,,40.98794,29.124133,7,97.5,62,1,38.36,36,0,-62,8.9,resting
2026-06-21 00:35:00,1,,,40.986599,29.123379,11,99.5,64,1,38.31,36,0,-70,9.3,resting
2026-06-21 00:35:00,2,,,40.987477,29.122984,10,98.5,64,2,38.33,30,0,-62,10.0,resting
2026-06-21 00:35:00,3,,,40.987991,29.123053,10,98.7,59,2,38.26,32,0,-59,10.5,resting
2026-06-21 00:35:00,4,,,40.987735,29.122574,10,97.9,62,2,38.27,34,0,-64,10.6,resting
2026-06-21 00:35:00,5,,,40.986886,29.122467,9,97.2,62,1,38.23,36,0,-73,9.2,resting
2026-06-21 00:35:00,6,,,40.987473,29.124317,8,96.9,63,1,38.31,37,0,-68,8.9,resting
2026-06-21 00:35:00,7,,,40.988138,29.124087,9,97.3,63,2,38.25,34,0,-70,8.4,resting
2026-06-21 00:35:00,8,,,40.987531,29.123284,9,99.6,61,1,38.32,31,0,-56,11.7,resting
2026-06-21 00:35:00,9,,,40.98703,29.122739,7,96.8,62,1,38.24,32,1,-64,9.2,resting
2026-06-21 00:35:00,10,,,40.988046,29.12416,8,97.5,61,2,38.37,39,0,-67,8.4,resting
2026-06-21 00:40:00,1,,,40.986722,29.123336,11,99.5,60,2,38.41,38,0,-70,8.6,resting
2026-06-21 00:40:00,2,,,40.98734,29.123151,10,98.5,61,2,38.09,35,0,-57,11.3,resting
2026-06-21 00:40:00,3,,,40.988048,29.122877,7,98.7,59,2,38.3,37,0,-65,10.3,resting
2026-06-21 00:40:00,4,,,40.987696,29.122755,7,97.9,62,2,38.23,33,0,-65,11.1,resting
2026-06-21 00:40:00,5,,,40.986851,29.12267,9,97.2,56,2,38.43,38,0,-72,9.4,resting
2026-06-21 00:40:00,6,,,40.987385,29.124465,10,96.9,64,2,38.23,30,0,-71,7.8,resting
2026-06-21 00:40:00,7,,,40.987981,29.124157,11,97.3,60,2,38.27,35,0,-61,7.9,resting
2026-06-21 00:40:00,8,,,40.987435,29.123318,11,99.6,61,2,38.3,38,0,-55,10.6,resting
2026-06-21 00:40:00,9,,,40.986957,29.122811,11,96.8,62,2,38.22,44,0,-63,9.6,resting
2026-06-21 00:40:00,10,,,40.987896,29.124099,8,97.5,60,2,38.16,38,0,-67,10.5,resting
2026-06-21 00:45:00,1,,,40.986559,29.123261,8,99.5,59,2,38.36,37,0,-66,6.9,resting
2026-06-21 00:45:00,2,,,40.987216,29.123209,9,98.5,55,2,38.25,30,0,-62,9.7,resting
2026-06-21 00:45:00,3,,,40.988018,29.122994,10,98.6,59,2,38.2,35,0,-65,8.8,resting
2026-06-21 00:45:00,4,,,40.987623,29.122688,11,97.9,65,2,38.38,36,0,-65,8.3,resting
2026-06-21 00:45:00,5,,,40.98696,29.122555,7,97.2,61,2,38.34,33,0,-72,8.4,resting
2026-06-21 00:45:00,6,,,40.987495,29.12454,10,96.9,63,1,38.19,34,0,-72,9.6,resting
2026-06-21 00:45:00,7,,,40.987862,29.124319,11,97.3,59,2,38.34,42,0,-70,8.1,resting
2026-06-21 00:45:00,8,,,40.98732,29.12339,10,99.6,63,2,38.28,39,0,-62,10.4,resting
2026-06-21 00:45:00,9,,,40.987099,29.12298,8,96.8,58,2,38.34,39,0,-61,10.1,resting
2026-06-21 00:45:00,10,,,40.987887,29.124211,11,97.5,60,1,38.23,34,0,-65,9.9,resting
2026-06-21 00:50:00,1,,,40.986719,29.123128,10,99.5,63,2,38.21,33,0,-67,8.6,resting
2026-06-21 00:50:00,2,,,40.987312,29.123347,7,98.5,57,1,38.19,33,0,-61,10.1,resting
2026-06-21 00:50:00,3,,,40.987913,29.122827,11,98.6,60,1,38.35,36,0,-63,9.5,resting
2026-06-21 00:50:00,4,,,40.987527,29.122548,9,97.9,62,2,38.33,36,0,-61,8.8,resting
2026-06-21 00:50:00,5,,,40.987065,29.122505,9,97.2,64,2,38.29,35,0,-70,8.0,resting
2026-06-21 00:50:00,6,,,40.987418,29.12429,7,96.9,62,2,38.38,34,0,-65,9.3,resting
2026-06-21 00:50:00,7,,,40.987772,29.124359,10,97.3,61,2,38.33,35,0,-65,10.4,resting
2026-06-21 00:50:00,8,,,40.987347,29.123537,7,99.6,60,1,38.31,39,0,-61,9.2,resting
2026-06-21 00:50:00,9,,,40.987194,29.123107,9,96.8,59,2,38.29,34,0,-61,10.2,resting
2026-06-21 00:50:00,10,,,40.988,29.124411,10,97.5,62,2,38.22,31,0,-68,7.8,resting
2026-06-21 00:55:00,1,,,40.986707,29.1231,8,99.4,62,2,38.28,32,0,-65,8.7,resting
2026-06-21 00:55:00,2,,,40.987361,29.12321,8,98.4,60,2,38.29,34,0,-60,8.8,resting
2026-06-21 00:55:00,3,,,40.987976,29.123039,9,98.6,61,2,38.21,32,0,-59,10.3,resting
2026-06-21 00:55:00,4,,,40.987626,29.122746,11,97.8,63,2,38.21,35,0,-59,10.4,resting
2026-06-21 00:55:00,5,,,40.987212,29.122727,11,97.2,57,2,38.25,31,0,-68,8.1,resting
2026-06-21 00:55:00,6,,,40.987363,29.124435,8,96.9,59,1,38.23,33,0,-71,9.1,resting
2026-06-21 00:55:00,7,,,40.987883,29.124487,10,97.3,60,2,38.27,37,0,-66,9.4,resting
2026-06-21 00:55:00,8,,,40.987179,29.123442,10,99.6,59,2,38.26,34,0,-58,10.5,resting
2026-06-21 00:55:00,9,,,40.987289,29.123212,9,96.8,62,2,38.36,35,0,-58,10.6,resting
2026-06-21 00:55:00,10,,,40.987978,29.124344,10,97.5,64,2,38.18,34,0,-68,8.3,resting
2026-06-21 01:00:00,1,,,40.986544,29.123129,10,99.4,58,2,38.23,41,0,-74,7.9,resting
2026-06-21 01:00:00,2,,,40.987374,29.123373,11,98.4,60,2,38.33,31,0,-58,10.9,resting
2026-06-21 01:00:00,3,,,40.987987,29.12285,8,98.6,59,2,38.34,37,0,-64,10.4,resting
2026-06-21 01:00:00,4,,,40.987492,29.1226,7,97.8,58,2,38.17,38,0,-62,9.7,resting
2026-06-21 01:00:00,5,,,40.987217,29.12273,11,97.2,66,2,38.25,38,0,-67,9.8,resting
2026-06-21 01:00:00,6,,,40.987295,29.124533,9,96.8,58,1,38.34,35,0,-66,8.4,resting
2026-06-21 01:00:00,7,,,40.988067,29.124468,7,97.2,63,2,38.19,33,1,-66,8.1,resting
2026-06-21 01:00:00,8,,,40.987017,29.123219,7,99.6,58,2,38.31,41,0,-63,8.6,resting
2026-06-21 01:00:00,9,,,40.98739,29.123214,11,96.7,63,1,38.38,34,0,-55,11.6,resting
2026-06-21 01:00:00,10,,,40.988003,29.124248,8,97.5,63,1,38.25,36,1,-67,10.4,resting
2026-06-21 01:05:00,1,,,40.986675,29.123319,9,99.4,65,2,38.36,40,0,-72,8.7,resting
2026-06-21 01:05:00,2,,,40.98721,29.123403,9,98.4,60,1,38.3,36,0,-57,9.3,resting
2026-06-21 01:05:00,3,,,40.988069,29.122941,7,98.6,59,1,38.08,33,0,-63,10.3,resting
2026-06-21 01:05:00,4,,,40.987419,29.122465,7,97.8,61,2,38.46,40,0,-64,9.9,resting
2026-06-21 01:05:00,5,,,40.987095,29.122724,11,97.2,63,2,38.21,30,1,-66,9.9,resting
2026-06-21 01:05:00,6,,,40.987448,29.124311,9,96.8,64,2,38.25,35,0,-63,9.7,resting
2026-06-21 01:05:00,7,,,40.987927,29.124534,11,97.2,61,2,38.27,33,0,-71,7.2,resting
2026-06-21 01:05:00,8,,,40.987143,29.123294,9,99.5,62,2,38.21,38,0,-61,10.1,resting
2026-06-21 01:05:00,9,,,40.987542,29.123106,9,96.7,59,2,38.27,39,1,-54,10.9,resting
2026-06-21 01:05:00,10,,,40.987904,29.124315,10,97.4,61,2,38.14,41,0,-65,9.4,resting
2026-06-21 01:10:00,1,,,40.986587,29.123208,8,99.4,58,2,38.22,37,0,-70,7.3,resting
2026-06-21 01:10:00,2,,,40.987183,29.123196,7,98.4,65,2,38.27,36,0,-62,11.2,resting
2026-06-21 01:10:00,3,,,40.987868,29.123029,9,98.6,61,2,38.31,35,0,-64,8.9,resting
2026-06-21 01:10:00,4,,,40.987586,29.122488,7,97.8,63,2,38.19,36,0,-65,9.0,resting
2026-06-21 01:10:00,5,,,40.987022,29.122858,11,97.2,61,2,38.27,35,0,-66,9.2,resting
2026-06-21 01:10:00,6,,,40.987428,29.124376,7,96.8,59,2,38.36,31,0,-67,7.8,resting
2026-06-21 01:10:00,7,,,40.987834,29.124463,10,97.2,62,1,38.29,37,1,-69,8.5,resting
2026-06-21 01:10:00,8,,,40.987117,29.123119,10,99.5,59,2,38.4,39,0,-64,9.0,resting
2026-06-21 01:10:00,9,,,40.987543,29.123184,11,96.7,58,2,38.24,31,0,-61,9.3,resting
2026-06-21 01:10:00,10,,,40.987834,29.124182,9,97.4,64,2,38.27,37,0,-60,8.3,resting
2026-06-21 01:15:00,1,,,40.986477,29.123506,7,99.4,65,2,38.39,35,0,-69,8.0,resting
2026-06-21 01:15:00,2,,,40.987289,29.123415,11,98.4,59,2,38.21,36,0,-58,11.5,resting
2026-06-21 01:15:00,3,,,40.987873,29.122949,9,98.6,61,1,38.23,36,0,-65,8.4,resting
2026-06-21 01:15:00,4,,,40.987533,29.122299,9,97.8,60,2,38.27,37,0,-68,7.7,resting
2026-06-21 01:15:00,5,,,40.987016,29.12296,8,97.1,62,2,38.29,35,0,-66,10.0,resting
2026-06-21 01:15:00,6,,,40.987586,29.124517,8,96.8,62,1,38.25,34,0,-65,8.8,resting
2026-06-21 01:15:00,7,,,40.987977,29.124338,11,97.2,64,2,38.22,35,0,-69,8.3,resting
2026-06-21 01:15:00,8,,,40.987113,29.122988,10,99.5,61,2,38.21,39,0,-65,9.6,resting
2026-06-21 01:15:00,9,,,40.987578,29.12308,7,96.7,59,1,38.23,38,0,-55,8.9,resting
2026-06-21 01:15:00,10,,,40.987966,29.124334,8,97.4,64,1,38.12,38,0,-64,8.7,resting
2026-06-21 01:20:00,1,,,40.986451,29.123551,11,99.4,61,2,38.33,34,0,-73,8.3,resting
2026-06-21 01:20:00,2,,,40.98731,29.12321,11,98.4,60,2,38.22,40,0,-57,9.5,resting
2026-06-21 01:20:00,3,,,40.987921,29.12288,7,98.6,60,1,38.27,33,0,-59,9.3,resting
2026-06-21 01:20:00,4,,,40.987627,29.122306,9,97.8,58,2,38.24,38,0,-64,8.4,resting
2026-06-21 01:20:00,5,,,40.986942,29.123035,7,97.1,63,2,38.31,34,0,-62,9.6,resting
2026-06-21 01:20:00,6,,,40.9877,29.124575,8,96.8,60,2,38.22,34,0,-66,7.7,resting
2026-06-21 01:20:00,7,,,40.987868,29.124201,11,97.2,59,2,38.24,30,0,-65,8.0,resting
2026-06-21 01:20:00,8,,,40.987159,29.122929,11,99.5,59,2,38.45,30,0,-66,10.6,resting
2026-06-21 01:20:00,9,,,40.987479,29.122896,11,96.7,59,2,38.33,35,0,-58,11.1,resting
2026-06-21 01:20:00,10,,,40.988007,29.124466,7,97.4,61,1,38.33,35,0,-64,8.4,resting
2026-06-21 01:25:00,1,,,40.986638,29.123694,11,99.4,60,2,38.26,34,0,-69,9.6,resting
2026-06-21 01:25:00,2,,,40.987344,29.123127,10,98.4,62,2,38.37,32,0,-58,9.2,resting
2026-06-21 01:25:00,3,,,40.987851,29.122778,9,98.6,61,1,38.29,35,0,-60,10.8,resting
2026-06-21 01:25:00,4,,,40.987557,29.122484,11,97.8,61,2,38.23,35,0,-65,8.5,resting
2026-06-21 01:25:00,5,,,40.987138,29.122803,8,97.1,62,2,38.16,36,0,-62,7.8,resting
2026-06-21 01:25:00,6,,,40.987813,29.124465,8,96.8,60,1,38.23,37,0,-66,10.1,resting
2026-06-21 01:25:00,7,,,40.988046,29.124382,10,97.2,58,2,38.26,36,0,-66,9.9,resting
2026-06-21 01:25:00,8,,,40.986995,29.123196,9,99.5,60,2,38.22,37,0,-66,10.1,resting
2026-06-21 01:25:00,9,,,40.987401,29.123073,8,96.7,60,1,38.19,32,0,-60,9.6,resting
2026-06-21 01:25:00,10,,,40.988017,29.124574,8,97.4,61,2,38.37,37,0,-72,7.9,resting
2026-06-21 01:30:00,1,,,40.986612,29.123599,11,99.4,62,2,38.18,36,0,-72,7.3,resting
2026-06-21 01:30:00,2,,,40.987378,29.123094,10,98.4,59,2,38.21,36,0,-59,8.9,resting
2026-06-21 01:30:00,3,,,40.987702,29.122963,10,98.5,60,2,38.2,34,0,-60,9.0,resting
2026-06-21 01:30:00,4,,,40.987412,29.122657,9,97.8,57,2,38.32,39,0,-61,10.0,resting
2026-06-21 01:30:00,5,,,40.987025,29.122888,11,97.1,62,2,38.19,34,0,-61,10.2,resting
2026-06-21 01:30:00,6,,,40.987913,29.124286,8,96.8,59,2,38.31,33,0,-62,8.8,resting
2026-06-21 01:30:00,7,,,40.988063,29.124221,9,97.2,62,2,38.28,40,0,-66,9.4,resting
2026-06-21 01:30:00,8,,,40.986951,29.123212,7,99.5,60,2,38.28,36,0,-65,10.3,resting
2026-06-21 01:30:00,9,,,40.987429,29.122948,9,96.7,60,2,38.38,31,0,-61,10.1,resting
2026-06-21 01:30:00,10,,,40.988139,29.124378,9,97.4,61,2,38.22,38,0,-67,8.1,resting
2026-06-21 01:35:00,1,,,40.986581,29.123667,9,99.4,61,2,38.37,36,0,-70,8.0,resting
2026-06-21 01:35:00,2,,,40.987302,29.123034,11,98.4,59,2,38.13,39,0,-59,9.3,resting
2026-06-21 01:35:00,3,,,40.987847,29.123102,10,98.5,59,1,38.19,31,0,-63,9.6,resting
2026-06-21 01:35:00,4,,,40.987361,29.122543,10,97.8,61,2,38.19,30,0,-62,10.3,resting
2026-06-21 01:35:00,5,,,40.986892,29.123067,8,97.1,59,2,38.28,33,0,-62,8.1,resting
2026-06-21 01:35:00,6,,,40.987845,29.124181,9,96.8,59,1,38.21,37,0,-64,9.6,resting
2026-06-21 01:35:00,7,,,40.988007,29.124239,10,97.2,61,2,38.39,37,0,-68,8.8,resting
2026-06-21 01:35:00,8,,,40.987059,29.123397,9,99.5,59,2,38.34,37,0,-62,9.9,resting
2026-06-21 01:35:00,9,,,40.987403,29.122816,9,96.7,61,2,38.32,36,0,-61,10.6,resting
2026-06-21 01:35:00,10,,,40.988121,29.124386,11,97.4,57,2,38.35,35,0,-66,9.4,resting
2026-06-21 01:40:00,1,,,40.9867,29.123726,8,99.3,63,2,38.2,36,0,-72,7.3,resting
2026-06-21 01:40:00,2,,,40.987206,29.123197,7,98.3,64,2,38.37,36,0,-63,8.7,resting
2026-06-21 01:40:00,3,,,40.987779,29.123057,8,98.5,60,2,38.31,32,0,-57,10.3,resting
2026-06-21 01:40:00,4,,,40.987461,29.122728,10,97.7,58,2,38.18,34,0,-65,8.6,resting
2026-06-21 01:40:00,5,,,40.986946,29.122914,7,97.1,62,2,38.29,38,0,-69,10.3,resting
2026-06-21 01:40:00,6,,,40.987737,29.12415,11,96.8,57,2,38.28,32,0,-59,7.9,resting
2026-06-21 01:40:00,7,,,40.987916,29.12435,8,97.2,60,2,38.1,37,0,-69,7.8,resting
2026-06-21 01:40:00,8,,,40.987209,29.123323,7,99.5,63,2,38.27,32,0,-57,10.2,resting
2026-06-21 01:40:00,9,,,40.987534,29.122998,7,96.7,60,2,38.16,39,0,-60,9.5,resting
2026-06-21 01:40:00,10,,,40.988131,29.124235,7,97.4,60,2,38.2,35,0,-65,9.9,resting
2026-06-21 01:45:00,1,,,40.986799,29.12376,8,99.3,64,2,38.2,34,0,-68,9.3,resting
2026-06-21 01:45:00,2,,,40.987385,29.123021,7,98.3,62,2,38.32,38,0,-59,10.9,resting
2026-06-21 01:45:00,3,,,40.987735,29.122938,8,98.5,62,1,38.31,33,0,-57,11.3,resting
2026-06-21 01:45:00,4,,,40.987609,29.122858,9,97.7,59,1,38.25,41,0,-57,11.2,resting
2026-06-21 01:45:00,5,,,40.986966,29.122837,11,97.1,62,2,38.16,33,0,-69,8.8,resting
2026-06-21 01:45:00,6,,,40.987704,29.124335,8,96.7,60,1,38.19,32,0,-62,10.2,resting
2026-06-21 01:45:00,7,,,40.987894,29.124141,7,97.1,60,2,38.2,35,0,-64,8.7,resting
2026-06-21 01:45:00,8,,,40.987103,29.12325,10,99.5,62,2,38.26,36,0,-61,10.6,resting
2026-06-21 01:45:00,9,,,40.987468,29.12283,8,96.6,61,2,38.33,30,0,-64,8.5,resting
2026-06-21 01:45:00,10,,,40.987995,29.124243,10,97.4,62,2,38.31,34,0,-65,10.1,resting
2026-06-21 01:50:00,1,,,40.986692,29.123667,11,99.3,60,1,38.38,37,0,-69,7.5,resting
2026-06-21 01:50:00,2,,,40.987307,29.123013,8,98.3,58,2,38.24,38,0,-63,9.7,resting
2026-06-21 01:50:00,3,,,40.987581,29.12282,10,98.5,58,1,38.26,30,0,-61,8.6,resting
2026-06-21 01:50:00,4,,,40.987676,29.12268,10,97.7,62,2,38.34,35,0,-64,10.1,resting
2026-06-21 01:50:00,5,,,40.986854,29.122802,9,97.1,61,2,38.3,33,0,-66,8.5,resting
2026-06-21 01:50:00,6,,,40.987522,29.124278,11,96.7,58,2,38.34,35,0,-64,8.4,resting
2026-06-21 01:50:00,7,,,40.987865,29.123972,7,97.1,58,2,38.22,38,0,-64,8.8,resting
2026-06-21 01:50:00,8,,,40.987119,29.123067,10,99.4,62,2,38.35,34,0,-64,9.3,resting
2026-06-21 01:50:00,9,,,40.987396,29.12285,9,96.6,61,2,38.29,35,0,-65,11.1,resting
2026-06-21 01:50:00,10,,,40.988117,29.124067,8,97.3,62,2,38.22,33,0,-67,9.8,resting
2026-06-21 01:55:00,1,,,40.98654,29.123712,9,99.3,62,2,38.21,37,0,-74,6.7,resting
2026-06-21 01:55:00,2,,,40.987395,29.122972,11,98.3,60,2,38.25,36,0,-58,8.9,resting
2026-06-21 01:55:00,3,,,40.987516,29.122842,11,98.5,58,1,38.19,33,0,-60,9.4,resting
2026-06-21 01:55:00,4,,,40.987716,29.122791,9,97.7,62,2,38.15,32,0,-64,9.2,resting
2026-06-21 01:55:00,5,,,40.987046,29.122639,8,97.1,60,2,38.21,35,0,-64,8.9,resting
2026-06-21 01:55:00,6,,,40.987649,29.124111,9,96.7,59,1,38.33,34,0,-60,8.5,resting
2026-06-21 01:55:00,7,,,40.98806,29.123946,8,97.1,59,2,38.21,36,0,-66,9.7,resting
2026-06-21 01:55:00,8,,,40.986975,29.123108,10,99.4,58,1,38.2,36,0,-67,9.0,resting
2026-06-21 01:55:00,9,,,40.987265,29.122711,7,96.6,60,2,38.32,31,0,-63,9.3,resting
2026-06-21 01:55:00,10,,,40.988202,29.124204,9,97.3,59,2,38.4,32,0,-65,7.4,resting
2026-06-21 02:00:00,1,,,40.986446,29.123637,11,99.3,61,2,38.18,39,1,-75,6.4,resting
2026-06-21 02:00:00,2,,,40.987483,29.123014,8,98.3,60,2,38.19,31,0,-63,8.7,resting
2026-06-21 02:00:00,3,,,40.987499,29.123084,11,98.5,60,2,38.29,38,0,-61,11.8,resting
2026-06-21 02:00:00,4,,,40.987804,29.122635,7,97.7,60,2,38.26,39,0,-67,9.1,resting
2026-06-21 02:00:00,5,,,40.987091,29.122442,8,97.0,65,1,38.31,33,0,-67,8.1,resting
2026-06-21 02:00:00,6,,,40.987712,29.123911,7,96.7,61,2,38.34,35,0,-63,9.1,resting
2026-06-21 02:00:00,7,,,40.987905,29.124054,11,97.1,63,2,38.19,33,0,-64,9.5,resting
2026-06-21 02:00:00,8,,,40.987095,29.122931,8,99.4,59,2,38.29,41,0,-62,8.9,resting
2026-06-21 02:00:00,9,,,40.987442,29.122738,8,96.6,61,1,38.29,30,0,-65,8.4,resting
2026-06-21 02:00:00,10,,,40.988238,29.124365,7,97.3,62,2,38.26,36,0,-69,8.6,resting
